index,fixed acidity,volatile acidity,citric acid,total sulfur dioxide,pH,sulphates,alcohol,quality
2014,9.0,0.55,0.3,71.0,2.94,0.36,11.8,5
2015,6.9,0.19,0.39,84.0,3.11,0.66,10.8,6
2016,6.3,0.41,0.33,110.0,3.3,0.38,12.5,7
2017,9.0,0.55,0.3,71.0,2.94,0.36,11.8,5
2018,7.0,0.2,0.34,136.0,3.25,0.46,11.6,7
2019,6.6,0.32,0.22,133.0,3.22,0.67,10.4,6
2020,7.7,0.26,0.34,163.0,3.19,0.7,11.5,6
2021,6.3,0.21,0.28,142.0,3.23,0.42,10.1,6
2022,7.6,0.34,0.39,215.0,3.11,0.53,9.2,6
2023,6.3,0.21,0.28,142.0,3.23,0.42,10.1,6
2024,8.0,0.43,0.4,190.0,3.07,0.64,9.2,5
2025,7.5,0.3,0.71,149.0,3.08,0.42,8.9,5
2026,6.4,0.26,0.4,60.0,3.09,0.54,10.1,5
2027,6.9,0.32,0.15,180.0,3.13,0.45,8.9,5
2028,8.9,0.21,0.34,150.0,3.1,0.45,9.7,6
2029,7.6,0.34,0.39,215.0,3.11,0.53,9.2,6
2030,9.5,0.42,0.41,145.0,3.06,0.52,11.0,6
2031,7.6,0.29,0.26,160.0,3.14,0.47,10.7,5
2032,6.5,0.25,0.2,101.0,3.24,0.54,10.8,6
2033,7.2,0.23,0.33,183.0,3.41,0.4,9.8,5
2034,7.9,0.35,0.36,124.0,3.25,0.48,11.0,5
2035,8.8,0.2,0.28,72.0,2.97,0.35,10.4,5
2036,5.7,0.27,0.32,155.0,3.8,0.41,10.2,6
2037,7.6,0.29,0.26,160.0,3.14,0.47,10.7,5
2038,5.5,0.14,0.27,104.0,3.34,0.44,9.0,5
2039,8.7,0.24,0.35,71.0,3.08,0.38,10.6,5
2040,6.7,0.3,0.45,212.0,3.22,0.59,9.5,6
2041,5.5,0.14,0.27,104.0,3.34,0.44,9.0,5
2042,5.6,0.13,0.27,104.0,3.34,0.45,9.2,6
2043,7.4,0.18,0.34,107.0,2.97,0.53,11.0,6
2044,5.7,0.385,0.04,115.0,3.28,0.63,9.9,6
2045,8.7,0.24,0.35,71.0,3.08,0.38,10.6,5
2046,8.3,0.33,0.43,126.0,3.38,0.47,9.3,5
2047,6.8,0.34,0.44,156.0,3.14,0.41,9.6,5
2048,6.8,0.33,0.44,155.0,3.14,0.42,9.5,5
2049,6.3,0.28,0.24,172.0,3.39,0.57,9.7,7
2050,11.8,0.23,0.38,123.0,2.93,0.55,9.7,3
2051,6.8,0.21,0.27,146.0,3.3,0.36,8.7,5
2052,6.8,0.21,0.27,146.0,3.3,0.36,8.7,5
2053,8.6,0.485,0.29,101.0,3.01,0.38,12.4,5
2054,8.6,0.485,0.29,101.0,3.01,0.38,12.4,5
2055,7.3,0.29,0.29,155.0,3.07,0.26,10.6,6
2056,6.8,0.21,0.27,146.0,3.3,0.36,8.7,5
2057,6.7,0.31,0.31,151.0,3.36,0.82,12.0,7
2058,7.3,0.29,0.37,227.0,3.12,0.47,9.0,5
2059,5.7,0.46,0.46,169.0,3.13,0.47,8.8,5
2060,6.8,0.28,0.44,223.0,3.22,0.56,9.5,5
2061,6.7,0.23,0.33,96.0,3.32,0.4,10.8,6
2062,6.9,0.17,0.25,132.0,3.16,0.48,11.4,5
2063,7.6,0.18,0.36,123.0,3.6,0.46,10.3,5
2064,6.6,0.22,0.28,180.0,3.3,0.75,9.5,6
2065,7.8,0.27,0.28,127.0,3.15,0.44,9.9,5
2066,7.7,0.28,0.29,142.0,3.16,0.39,10.2,5
2067,7.6,0.29,0.29,146.0,3.16,0.39,10.2,5
2068,5.7,0.32,0.18,104.0,3.44,0.37,11.0,6
2069,7.1,0.33,0.25,126.0,3.22,0.34,12.1,7
2070,7.3,0.34,0.3,173.0,3.26,0.51,9.1,6
2071,6.5,0.19,0.26,140.0,3.26,0.68,9.5,6
2072,6.6,0.23,0.27,164.0,3.27,0.76,9.5,5
2073,6.6,0.27,0.29,189.0,3.31,0.79,9.8,5
2074,6.6,0.22,0.28,180.0,3.3,0.75,9.5,6
2075,7.6,0.18,0.36,123.0,3.6,0.46,10.3,5
2076,6.8,0.36,0.32,124.0,3.3,0.67,9.6,5
2077,7.0,0.22,0.39,198.0,3.52,0.54,10.2,6
2078,5.9,0.17,0.3,119.0,3.68,0.72,10.5,6
2079,7.4,0.45,0.32,117.0,3.32,0.41,10.4,4
2080,6.8,0.36,0.32,124.0,3.3,0.67,9.6,5
2081,7.5,0.42,0.14,95.0,3.22,0.33,10.7,5
2082,7.5,0.33,0.32,119.0,3.15,0.34,10.5,6
2083,9.4,0.3,0.32,111.0,2.85,0.42,10.6,5
2084,7.9,0.17,0.32,150.0,3.29,0.76,9.6,6
2085,7.9,0.17,0.32,150.0,3.29,0.76,9.6,6
2086,8.2,0.17,0.32,101.0,3.14,0.58,9.5,5
2087,8.3,0.17,0.31,153.0,3.12,0.58,9.4,6
2088,8.7,0.15,0.3,130.0,3.22,0.38,9.8,6
2089,7.9,0.17,0.32,150.0,3.29,0.76,9.6,6
2090,7.2,0.25,0.19,172.0,3.16,0.44,9.2,5
2091,7.2,0.24,0.19,176.0,3.17,0.38,9.5,5
2092,5.3,0.76,0.03,93.0,3.34,0.38,9.2,5
2093,6.6,0.22,0.53,136.0,2.94,0.35,9.4,5
2094,6.6,0.22,0.53,136.0,2.94,0.35,9.4,5
2095,8.4,0.28,0.4,146.0,3.4,0.46,9.3,5
2096,6.8,0.32,0.34,129.0,3.19,0.4,9.1,5
2097,6.7,0.24,0.33,145.0,3.36,0.4,9.5,5
2098,7.4,0.18,0.36,163.0,3.42,0.35,9.1,6
2099,6.0,0.16,0.3,153.0,3.63,0.46,10.6,5
2100,6.7,0.24,0.33,145.0,3.36,0.4,9.5,5
2101,6.8,0.28,0.35,85.0,3.19,0.56,12.4,6
2102,6.2,0.34,0.3,237.0,3.18,0.49,8.7,5
2103,6.0,0.27,0.15,128.0,3.12,0.45,8.8,5
2104,6.0,0.16,0.3,153.0,3.63,0.46,10.6,5
2105,6.8,0.32,0.34,129.0,3.19,0.4,9.1,5
2106,8.5,0.24,0.47,234.0,3.02,0.66,9.0,5
2107,8.1,0.24,0.33,141.0,3.16,0.48,10.3,6
2108,7.4,0.18,0.36,163.0,3.42,0.35,9.1,6
2109,7.7,0.23,0.31,186.0,3.12,0.55,9.5,6
2110,6.5,0.22,0.25,138.0,3.3,0.37,8.8,5
2111,6.5,0.22,0.25,138.0,3.3,0.37,8.8,5
2112,6.5,0.22,0.25,138.0,3.3,0.37,8.8,5
2113,5.7,0.33,0.15,93.0,3.38,0.62,9.9,5
2114,7.7,0.23,0.31,186.0,3.12,0.55,9.5,6
2115,6.5,0.22,0.25,138.0,3.3,0.37,8.8,5
2116,6.8,0.2,0.27,68.0,3.14,0.37,11.7,4
2117,7.7,0.26,0.32,117.0,3.21,0.56,10.8,5
2118,6.4,0.2,0.32,126.0,3.43,0.42,12.0,6
2119,8.0,0.16,0.36,122.0,3.2,0.39,10.3,4
2120,6.8,0.25,0.27,154.0,3.05,0.38,9.0,5
2121,7.7,0.39,0.28,109.0,3.19,0.58,12.2,7
2122,6.9,0.26,0.33,173.0,3.39,0.38,9.9,5
2123,6.8,0.25,0.27,154.0,3.05,0.38,9.0,5
2124,7.7,0.39,0.28,109.0,3.19,0.58,12.2,7
2125,6.0,0.28,0.22,163.0,3.2,0.46,10.1,5
2126,6.5,0.43,0.28,174.0,3.31,0.55,9.3,5
2127,9.1,0.33,0.38,344.0,3.1,0.7,9.5,5
2128,5.9,0.5,0.05,146.0,3.43,0.5,9.2,6
2129,6.8,0.28,0.39,115.0,3.27,0.72,11.7,5
2130,7.0,0.35,0.24,144.0,3.35,0.38,11.0,5
2131,7.1,0.22,0.32,158.0,3.37,0.38,9.6,6
2132,7.1,0.22,0.32,158.0,3.37,0.38,9.6,6
2133,8.3,0.24,0.27,162.0,2.99,0.68,11.9,6
2134,6.8,0.26,0.32,118.0,3.25,0.52,10.8,6
2135,7.2,0.16,0.26,224.0,3.38,0.55,10.1,5
2136,7.9,0.18,0.36,132.0,3.25,0.52,10.9,6
2137,7.2,0.16,0.26,224.0,3.38,0.55,10.1,5
2138,5.5,0.24,0.32,102.0,3.27,0.31,10.4,5
2139,7.1,0.33,0.64,105.0,3.05,0.39,9.2,5
2140,7.7,0.28,0.35,117.0,3.27,0.5,9.6,5
2141,7.7,0.28,0.35,117.0,3.27,0.5,9.6,5
2142,7.5,0.26,0.52,179.0,3.1,0.46,9.0,5
2143,6.5,0.14,0.32,89.0,3.4,0.74,11.5,7
2144,8.2,0.21,0.32,145.0,3.17,0.48,10.2,6
2145,7.2,0.2,0.31,165.0,3.4,0.42,9.9,6
2146,7.2,0.115,0.3,105.0,3.44,0.4,9.6,6
2147,6.4,0.29,0.2,142.0,3.1,0.54,10.6,5
2148,7.1,0.33,0.64,105.0,3.05,0.39,9.2,5
2149,6.8,0.24,0.34,99.0,3.24,0.46,11.8,6
2150,7.0,0.24,0.34,102.0,3.18,0.43,12.2,6
2151,7.7,0.28,0.35,117.0,3.27,0.5,9.6,5
2152,7.0,0.22,0.33,76.0,3.2,0.41,10.6,6
2153,7.5,0.18,0.39,91.0,3.27,0.45,10.3,6
2154,9.8,0.93,0.45,187.0,3.12,0.59,10.2,4
2155,7.8,0.29,0.33,181.0,3.11,0.46,10.7,5
2156,7.9,0.28,0.32,76.0,3.05,0.31,11.7,4
2157,8.5,0.25,0.27,92.0,3.01,0.33,12.0,6
2158,7.4,0.18,0.27,105.0,3.52,0.66,10.6,6
2159,6.3,0.24,0.37,61.0,3.3,0.34,12.2,4
2160,6.0,0.33,0.38,124.0,3.47,0.48,11.0,6
2161,6.8,0.37,0.28,79.0,3.23,0.46,12.4,7
2162,9.9,0.49,0.23,115.0,2.77,0.44,9.4,6
2163,8.5,0.25,0.27,92.0,3.01,0.33,12.0,6
2164,8.4,0.22,0.28,130.0,2.96,0.35,11.6,5
2165,7.0,0.35,0.31,162.0,3.18,0.47,9.4,5
2166,7.0,0.35,0.31,162.0,3.18,0.47,9.4,5
2167,7.4,0.19,0.3,229.0,3.14,0.49,9.1,7
2168,7.4,0.19,0.3,229.0,3.14,0.49,9.1,7
2169,7.4,0.19,0.3,229.0,3.14,0.49,9.1,7
2170,7.4,0.19,0.3,229.0,3.14,0.49,9.1,7
2171,7.4,0.19,0.3,229.0,3.14,0.49,9.1,7
2172,6.9,0.32,0.13,117.0,3.23,0.37,9.2,5
2173,7.6,0.32,0.58,163.0,3.15,0.54,9.2,5
2174,7.4,0.19,0.3,229.0,3.14,0.49,9.1,7
2175,7.4,0.19,0.3,212.0,3.14,0.49,9.1,7
2176,6.9,0.32,0.13,117.0,3.23,0.37,9.2,5
2177,6.0,0.34,0.24,126.0,3.25,0.44,9.0,7
2178,7.6,0.32,0.58,163.0,3.15,0.54,9.2,5
2179,7.7,0.24,0.31,106.0,3.22,0.55,10.8,6
2180,8.0,0.36,0.43,146.0,3.4,0.46,9.5,6
2181,7.4,0.29,0.25,114.0,3.11,0.4,11.0,6
2182,6.6,0.32,0.27,146.0,3.24,0.47,10.0,5
2183,6.3,0.3,0.24,141.0,3.22,0.47,9.5,5
2184,6.4,0.33,0.24,109.0,3.29,0.47,10.1,6
2185,7.5,0.18,0.31,94.0,3.19,0.44,9.5,7
2186,6.5,0.39,0.81,74.0,3.08,0.53,9.5,5
2187,6.8,0.25,0.18,137.0,3.11,0.42,9.5,5
2188,6.4,0.18,0.32,90.0,3.35,0.49,9.4,6
2189,7.1,0.18,0.32,125.0,2.92,0.54,9.4,6
2190,7.6,0.27,0.42,110.0,3.31,0.51,12.7,6
2191,9.2,0.23,0.35,145.0,3.09,0.32,9.7,5
2192,7.9,0.28,0.41,153.0,3.27,0.51,9.7,6
2193,7.1,0.18,0.32,125.0,2.92,0.54,9.4,6
2194,6.4,0.18,0.32,90.0,3.35,0.49,9.4,6
2195,6.8,0.25,0.18,137.0,3.11,0.42,9.5,5
2196,7.0,0.22,0.26,71.0,3.1,0.38,11.7,6
2197,7.3,0.18,0.29,101.0,3.09,0.37,11.7,6
2198,7.1,0.26,0.19,187.0,3.16,0.52,9.7,5
2199,6.6,0.25,0.42,231.0,3.24,0.52,9.5,6
2200,6.4,0.24,0.23,157.0,3.25,0.53,9.1,5
2201,6.0,0.28,0.27,147.0,3.23,0.67,10.3,6
2202,7.1,0.26,0.19,187.0,3.16,0.52,9.7,5
2203,7.8,0.24,0.38,167.0,3.21,0.55,9.9,5
2204,7.6,0.27,0.33,175.0,3.22,0.56,9.9,5
2205,7.7,0.39,0.34,178.0,3.26,0.6,10.2,5
2206,8.9,0.24,0.33,132.0,3.0,0.37,12.1,6
2207,6.6,0.23,0.24,138.0,3.15,0.64,11.3,7
2208,7.1,0.26,0.3,128.0,3.19,0.49,11.4,5
2209,7.0,0.32,0.35,125.0,3.17,0.64,12.2,6
2210,7.4,0.24,0.26,150.0,3.18,0.5,9.9,7
2211,6.9,0.21,0.33,136.0,3.63,0.78,10.3,6
2212,7.0,0.32,0.35,125.0,3.17,0.64,12.2,6
2213,7.4,0.17,0.29,107.0,3.52,0.65,10.4,6
2214,7.1,0.26,0.3,128.0,3.19,0.49,11.4,5
2215,8.5,0.28,0.34,161.0,3.13,0.4,9.9,6
2216,7.8,0.3,0.37,96.0,3.32,0.62,10.0,5
2217,8.1,0.25,0.38,129.0,3.21,0.38,11.5,6
2218,7.7,0.28,0.29,163.0,3.44,0.6,10.5,6
2219,6.5,0.24,0.36,134.0,3.28,0.36,12.5,7
2220,7.0,0.22,0.32,120.0,2.98,0.44,10.5,6
2221,8.5,0.28,0.34,161.0,3.13,0.4,9.9,6
2222,8.0,0.45,0.28,157.0,3.06,0.47,11.4,7
2223,6.9,0.23,0.33,169.0,3.42,0.42,9.8,6
2224,8.0,0.45,0.28,157.0,3.06,0.47,11.4,7
2225,7.6,0.23,0.26,166.0,3.03,0.44,9.2,4
2226,7.7,0.28,0.58,177.0,3.08,0.46,8.9,5
2227,7.7,0.27,0.61,179.0,3.07,0.46,8.9,5
2228,7.1,0.2,0.36,124.0,2.92,0.59,9.5,7
2229,6.9,0.25,0.35,150.0,3.21,0.36,11.5,6
2230,7.1,0.2,0.36,124.0,2.92,0.59,9.5,7
2231,6.9,0.25,0.35,150.0,3.21,0.36,11.5,6
2232,8.4,0.2,0.31,89.0,2.96,0.45,9.5,6
2233,6.5,0.39,0.35,164.0,3.35,0.51,9.7,5
2234,7.2,0.23,0.38,90.0,3.17,0.79,9.7,5
2235,6.9,0.44,0.42,147.0,3.32,0.46,9.5,6
2236,7.1,0.28,0.19,184.0,3.16,0.5,9.4,5
2237,6.4,0.34,0.2,162.0,3.13,0.45,9.0,4
2238,6.1,0.15,0.29,151.0,3.6,0.44,10.6,6
2239,6.9,0.44,0.42,147.0,3.32,0.46,9.5,6
2240,7.2,0.29,0.18,180.0,3.16,0.49,9.1,5
2241,7.1,0.28,0.19,184.0,3.16,0.5,9.4,5
2242,6.1,0.23,0.45,169.0,3.05,0.54,8.8,5
2243,6.7,0.23,0.42,171.0,3.54,0.74,10.4,5
2244,7.0,0.36,0.14,228.0,3.13,0.51,8.9,5
2245,7.5,0.31,0.24,141.0,3.16,0.38,10.6,7
2246,6.4,0.34,0.2,162.0,3.13,0.45,9.0,4
2247,6.1,0.15,0.29,151.0,3.6,0.44,10.6,6
2248,7.4,0.2,0.29,100.0,3.28,0.45,10.6,6
2249,6.3,0.27,0.18,186.0,3.23,0.47,9.0,5
2250,9.2,0.34,0.54,235.0,3.08,0.61,8.8,6
2251,7.4,0.18,0.29,101.0,3.54,0.6,10.5,7
2252,7.2,0.29,0.2,174.0,3.16,0.52,9.5,5
2253,6.3,0.27,0.18,186.0,3.23,0.47,9.0,5
2254,6.2,0.26,0.19,172.0,3.14,0.43,10.4,6
2255,7.3,0.21,0.21,133.0,3.38,0.46,10.0,6
2256,7.1,0.14,0.35,128.0,2.97,0.68,10.4,5
2257,7.2,0.39,0.54,132.0,3.11,0.53,9.0,6
2258,7.6,0.48,0.28,205.0,3.24,0.45,9.3,5
2259,7.2,0.39,0.54,132.0,3.11,0.53,9.0,6
2260,7.6,0.48,0.28,205.0,3.24,0.45,9.3,5
2261,6.5,0.36,0.31,134.0,3.18,0.45,9.0,6
2262,8.5,0.25,0.31,61.0,3.06,0.44,11.5,6
2263,6.9,0.3,0.21,159.0,3.11,0.48,9.0,5
2264,6.6,0.19,0.43,154.0,3.52,0.77,10.4,6
2265,6.9,0.3,0.21,159.0,3.11,0.48,9.0,5
2266,9.4,0.42,0.32,167.0,3.08,0.43,10.6,5
2267,6.6,0.19,0.43,154.0,3.52,0.77,10.4,6
2268,6.3,0.2,0.3,152.0,3.47,0.4,8.5,6
2269,8.5,0.19,0.56,169.0,3.07,0.67,9.3,6
2270,7.3,0.19,0.25,107.0,3.53,0.66,10.5,7
2271,6.7,0.25,0.26,156.0,3.39,0.46,9.9,6
2272,6.2,0.25,0.28,108.0,3.4,0.42,10.4,6
2273,6.1,0.46,0.32,94.0,3.35,0.47,10.1,5
2274,7.3,0.19,0.25,107.0,3.53,0.66,10.5,7
2275,7.5,0.29,0.26,178.0,3.04,0.49,9.2,4
2276,6.7,0.31,0.18,200.0,3.17,0.44,9.4,6
2277,7.4,0.14,0.3,91.0,3.53,0.39,10.6,6
2278,6.7,0.31,0.18,200.0,3.17,0.44,9.4,6
2279,7.1,0.4,0.52,149.0,3.08,0.56,8.7,5
2280,6.4,0.16,0.25,77.0,3.61,0.54,10.2,6
2281,6.3,0.16,0.22,66.0,3.61,0.55,10.3,6
2282,7.4,0.33,0.26,210.0,3.06,0.68,9.5,5
2283,7.4,0.33,0.26,210.0,3.06,0.68,9.5,5
2284,7.4,0.33,0.26,210.0,3.06,0.68,9.5,5
2285,7.4,0.33,0.26,210.0,3.06,0.68,9.5,5
2286,6.6,0.41,0.24,144.0,3.17,0.49,9.4,5
2287,6.7,0.43,0.23,145.0,3.17,0.49,9.4,5
2288,7.4,0.33,0.26,210.0,3.06,0.68,9.5,5
2289,7.3,0.4,0.28,97.0,3.16,0.58,12.6,7
2290,7.4,0.18,0.24,106.0,3.52,0.64,10.5,7
2291,8.6,0.17,0.28,150.0,3.1,0.56,10.8,6
2292,6.5,0.32,0.23,208.0,3.18,0.46,9.9,6
2293,7.3,0.4,0.28,97.0,3.16,0.58,12.6,7
2294,7.0,0.32,0.31,115.0,3.38,0.58,12.2,7
2295,7.5,0.42,0.19,150.0,3.23,0.37,10.0,6
2296,6.9,0.28,0.31,168.0,3.29,0.57,10.6,7
2297,6.5,0.29,0.42,202.0,3.24,0.53,9.5,6
2298,6.3,0.41,0.18,109.0,3.34,0.54,12.8,8
2299,7.0,0.32,0.31,115.0,3.38,0.58,12.2,7
2300,7.3,0.3,0.33,125.0,3.34,0.44,12.6,7
2301,6.6,0.22,0.28,125.0,3.45,0.45,9.4,5
2302,6.0,0.26,0.18,194.0,3.21,0.43,9.0,5
2303,6.9,0.44,0.18,126.0,3.23,0.48,9.1,5
2304,7.5,0.42,0.2,168.0,3.06,0.4,9.4,6
2305,7.0,0.36,0.3,143.0,3.33,0.42,12.2,7
2306,5.6,0.295,0.2,134.0,3.21,0.68,10.0,5
2307,6.8,0.21,0.55,159.0,2.93,0.44,9.2,5
2308,9.4,0.28,0.3,139.0,3.11,0.49,9.3,5
2309,8.1,0.28,0.34,126.0,3.14,0.5,9.8,6
2310,6.8,0.21,0.55,159.0,2.93,0.44,9.2,5
2311,7.0,0.22,0.26,132.0,3.34,0.41,12.0,7
2312,9.4,0.28,0.3,139.0,3.11,0.49,9.3,5
2313,6.8,0.32,0.3,80.0,3.33,0.63,12.6,7
2314,7.0,0.19,0.33,127.0,3.31,0.38,12.2,6
2315,7.7,0.42,0.38,144.0,3.4,0.58,11.0,6
2316,7.4,0.2,0.31,116.0,3.25,0.39,12.0,7
2317,7.5,0.24,0.62,153.0,3.16,0.44,8.8,5
2318,7.5,0.26,0.59,164.0,3.17,0.46,8.9,4
2319,6.6,0.4,0.32,84.0,3.59,0.48,12.7,7
2320,8.0,0.2,0.3,130.0,3.1,0.67,11.8,6
2321,4.6,0.445,0.0,178.0,3.79,0.55,10.2,5
2322,6.1,0.41,0.04,121.0,3.24,0.61,9.9,6
2323,7.6,0.2,0.34,148.0,3.35,0.66,11.1,6
2324,6.9,0.3,0.21,190.0,3.22,0.48,9.4,5
2325,7.0,0.35,0.17,119.0,3.13,0.36,9.7,6
2326,6.9,0.35,0.55,111.0,3.11,0.29,9.7,5
2327,7.0,0.35,0.17,119.0,3.13,0.36,9.7,6
2328,6.9,0.35,0.55,111.0,3.11,0.29,9.7,5
2329,7.6,0.3,0.4,175.0,3.19,0.53,9.8,5
2330,7.5,0.38,0.29,209.0,3.25,0.59,9.3,6
2331,7.5,0.3,0.32,161.0,2.95,0.42,10.5,5
2332,6.3,0.4,0.32,209.0,3.47,0.59,9.3,6
2333,6.8,0.37,0.28,106.0,3.45,0.6,12.6,8
2334,7.5,0.23,0.35,212.0,3.44,0.43,8.9,5
2335,8.3,0.27,0.34,118.0,3.18,0.51,10.3,5
2336,6.8,0.26,0.22,198.0,3.29,0.67,10.6,5
2337,6.5,0.28,0.35,180.0,3.15,0.57,9.0,4
2338,7.2,0.34,0.3,167.0,3.48,0.62,9.7,5
2339,7.0,0.23,0.26,90.0,3.22,0.55,9.5,6
2340,7.7,0.29,0.29,156.0,3.49,0.59,10.3,6
2341,7.2,0.34,0.3,167.0,3.48,0.62,9.7,5
2342,7.7,0.4,0.27,95.0,3.21,0.59,12.3,8
2343,6.7,0.17,0.27,149.0,3.4,0.52,10.5,5
2344,7.0,0.23,0.26,90.0,3.22,0.55,9.5,6
2345,8.1,0.24,0.26,211.0,3.11,0.49,10.0,6
2346,7.7,0.28,0.63,179.0,3.08,0.44,8.8,4
2347,7.5,0.23,0.29,98.0,3.0,0.54,10.9,6
2348,8.3,0.26,0.31,141.0,2.95,0.77,12.2,6
2349,7.9,0.46,0.4,184.0,3.06,0.62,9.5,5
2350,7.9,0.31,0.22,212.0,3.47,0.59,10.0,5
2351,7.9,0.25,0.34,202.0,3.11,0.57,9.6,6
2352,6.1,0.28,0.16,126.0,3.13,0.46,8.7,6
2353,7.0,0.18,0.26,89.0,3.39,0.48,10.7,7
2354,6.5,0.21,0.28,66.0,3.43,0.48,11.1,6
2355,7.6,0.48,0.33,130.0,3.25,0.45,12.5,7
2356,7.1,0.34,0.32,130.0,3.3,0.5,10.4,6
2357,8.9,0.21,0.37,93.0,3.2,0.37,11.5,5
2358,7.4,0.32,0.27,221.0,3.05,0.66,9.4,5
2359,6.0,0.495,0.27,129.0,3.03,0.36,9.3,5
2360,8.1,0.25,0.34,121.0,3.17,0.49,10.1,6
2361,8.2,0.25,0.46,102.0,3.28,0.58,9.7,5
2362,6.5,0.18,0.29,144.0,3.49,0.5,10.5,6
2363,6.7,0.24,0.26,182.0,3.42,0.42,9.7,5
2364,6.6,0.32,0.24,204.0,3.59,0.51,9.2,5
2365,7.6,0.32,0.35,138.0,3.19,0.44,9.8,5
2366,7.4,0.33,0.44,227.0,3.12,0.52,9.0,5
2367,7.2,0.3,0.3,188.0,3.15,0.49,9.1,6
2368,7.4,0.34,0.3,169.0,3.25,0.37,10.4,6
2369,6.1,0.16,0.29,144.0,3.68,0.46,10.7,6
2370,6.3,0.1,0.24,107.0,3.59,0.49,10.5,7
2371,6.2,0.45,0.73,202.0,3.21,0.43,9.2,5
2372,6.0,0.33,0.18,85.0,3.28,0.4,11.5,4
2373,7.6,0.48,0.37,57.0,3.05,0.54,10.4,3
2374,7.2,0.2,0.3,188.0,3.3,0.41,12.0,6
2375,7.0,0.32,0.29,150.0,3.38,0.43,12.2,6
2376,7.2,0.2,0.3,188.0,3.3,0.41,12.0,6
2377,7.0,0.22,0.29,90.0,3.29,0.46,9.8,6
2378,9.4,0.23,0.56,282.0,3.1,0.51,9.3,5
2379,6.4,0.27,0.19,191.0,3.49,0.63,9.6,4
2380,6.4,0.27,0.19,196.0,3.49,0.64,9.5,4
2381,7.0,0.23,0.42,144.0,3.5,0.59,10.2,6
2382,6.9,0.15,0.28,107.0,3.24,0.46,10.4,8
2383,6.7,0.26,0.29,74.0,3.28,0.53,11.0,6
2384,6.9,0.15,0.28,107.0,3.24,0.46,10.4,8
2385,7.6,0.2,0.68,160.0,3.05,0.41,8.7,5
2386,6.9,0.3,0.29,189.0,3.29,0.54,9.9,4
2387,6.9,0.3,0.3,186.0,3.29,0.54,9.9,4
2388,7.6,0.21,0.35,106.0,3.06,0.45,11.3,4
2389,6.8,0.46,0.26,83.0,3.38,0.51,12.0,8
2390,7.0,0.28,0.26,130.0,3.43,0.5,10.7,8
2391,6.5,0.24,0.29,156.0,3.13,0.7,10.1,6
2392,6.4,0.17,0.34,135.0,3.25,0.49,9.6,7
2393,6.4,0.17,0.34,136.0,3.25,0.49,9.6,6
2394,6.3,0.695,0.55,252.0,3.29,0.49,8.7,5
2395,7.0,0.27,0.29,199.0,3.54,0.59,10.3,5
2396,8.4,0.3,0.25,218.0,2.98,0.66,9.1,5
2397,6.5,0.19,0.27,101.0,3.17,0.41,11.8,6
2398,8.0,0.36,0.39,93.0,3.15,0.49,11.9,6
2399,6.1,0.16,0.24,77.0,3.66,0.57,10.3,6
2400,9.2,0.19,0.42,104.0,3.09,0.66,10.0,4
2401,9.2,0.16,0.49,107.0,3.1,0.53,10.2,4
2402,8.0,0.26,0.28,202.0,3.12,0.56,10.0,6
2403,8.8,0.33,0.36,125.0,2.96,0.98,12.7,6
2404,9.8,0.16,0.46,130.0,3.04,0.67,9.6,5
2405,6.6,0.23,0.18,188.0,3.16,0.49,9.5,5
2406,7.9,0.44,0.26,100.0,3.17,0.52,12.7,6
2407,7.6,0.31,0.27,109.0,3.34,0.54,11.0,6
2408,7.5,0.705,0.1,214.0,3.1,0.5,9.1,5
2409,7.1,0.21,0.28,111.0,3.35,0.64,10.2,4
2410,7.0,0.16,0.26,220.0,3.38,0.58,10.1,6
2411,8.0,0.27,0.25,208.0,3.05,0.5,9.2,6
2412,6.3,0.38,0.17,212.0,3.47,0.66,9.4,4
2413,7.1,0.21,0.28,111.0,3.35,0.64,10.2,4
2414,6.2,0.38,0.18,195.0,3.53,0.71,9.2,4
2415,8.2,0.24,0.3,106.0,2.98,0.5,10.0,5
2416,7.0,0.16,0.26,220.0,3.38,0.58,10.1,6
2417,7.3,0.815,0.09,204.0,3.15,0.46,9.0,5
2418,6.3,0.41,0.16,98.0,3.16,0.42,9.5,5
2419,6.1,0.36,0.41,207.0,3.39,0.53,9.1,5
2420,8.1,0.4,0.32,118.0,3.05,0.46,13.3,7
2421,6.8,0.26,0.43,198.0,3.26,0.55,9.5,5
2422,6.2,0.44,0.18,210.0,3.56,0.72,9.2,5
2423,7.2,0.24,0.29,117.0,3.36,0.68,10.1,6
2424,6.2,0.44,0.18,210.0,3.56,0.72,9.2,5
2425,7.2,0.24,0.29,117.0,3.36,0.68,10.1,6
2426,7.3,0.22,0.26,172.0,3.27,0.48,11.2,6
2427,8.1,0.34,0.28,230.0,3.14,0.55,9.8,6
2428,7.3,0.22,0.26,172.0,3.27,0.48,11.2,6
2429,8.1,0.34,0.28,230.0,3.14,0.55,9.8,6
2430,6.4,0.28,0.17,195.0,3.22,0.46,9.4,5
2431,6.3,0.29,0.14,177.0,3.23,0.42,9.0,5
2432,6.4,0.27,0.17,198.0,3.21,0.47,9.4,5
2433,7.4,0.35,0.2,229.0,3.11,0.5,8.9,6
2434,8.3,0.28,0.27,253.0,3.02,0.56,9.1,6
2435,6.4,0.35,0.35,148.0,3.17,0.5,9.8,4
